method,planner_score,planner_alpha,planning_horizon,task,visual_condition,success_mean,success_std,success_stderr,success_count,return_mean,return_std,return_stderr,return_count,episode_length_mean,episode_length_std,episode_length_stderr,episode_length_count,final_distance_to_goal_mean,final_distance_to_goal_std,final_distance_to_goal_stderr,final_distance_to_goal_count,mean_action_norm_mean,mean_action_norm_std,mean_action_norm_stderr,mean_action_norm_count,mean_action_deviation_from_bc_mean,mean_action_deviation_from_bc_std,mean_action_deviation_from_bc_stderr,mean_action_deviation_from_bc_count,mean_selected_planner_score_mean,mean_selected_planner_score_std,mean_selected_planner_score_stderr,mean_selected_planner_score_count,mean_predicted_value_mean,mean_predicted_value_std,mean_predicted_value_stderr,mean_predicted_value_count,mean_policy_entropy_mean,mean_policy_entropy_std,mean_policy_entropy_stderr,mean_policy_entropy_count,mean_prediction_latent_mse_mean,mean_prediction_latent_mse_std,mean_prediction_latent_mse_stderr,mean_prediction_latent_mse_count,mean_decision_kl_mean,mean_decision_kl_std,mean_decision_kl_stderr,mean_decision_kl_count,mean_action_mse_mean,mean_action_mse_std,mean_action_mse_stderr,mean_action_mse_count,success_ci_low,success_ci_high
bc_only,bc_only,0.0,0,reach-v3,clean,0.43333333333333335,0.5040069329937308,0.0920186554465537,30,726.547038466892,466.314434397407,85.13697820324093,30,132.26666666666668,79.01590120778324,14.426263831034195,30,0.1257123110564567,0.07947922313645693,0.014510854454941319,30,0.6402702698359182,0.08267085968709142,0.015093564899654818,30,0.0,0.0,0.0,30,,,,0,,,,0,-6.210591666629072,0.5590082053527968,0.10206046796740233,30,,,,0,,,,0,,,,0,0.26666666666666666,0.6
bc_plus_vjepa_cem,cem_value,0.01,1,reach-v3,clean,0.0,0.0,0.0,30,652.3252200996448,360.40817467531446,65.80122905964396,30,200.0,0.0,0.0,30,0.29651774215482346,0.1235973863836676,0.02256569219033887,30,0.5872767291475707,0.09854599692274806,0.0179919551554746,30,0.28016567072939746,0.05353775915020688,0.009774612788282306,30,-0.6261579343716924,0.12965137012546182,0.023670993343055613,30,0.6270817837500945,0.12961397144671938,0.023664165309732903,30,-5.971770786742369,0.9996933685177106,0.182518202841825,30,0.006694396409045977,0.0020522054764260393,0.00037467974402472605,30,6.1703440721691205,3.36428108998429,0.6142308809241543,30,0.0040103984979215895,0.0019832019848573493,0.00036208148773179635,30,0.0,0.0
bc_plus_de_vjepa_cem,cem_value,0.01,1,reach-v3,clean,0.06666666666666667,0.2537081317024625,0.046320555585310084,30,706.7003286372317,267.5580584580615,48.84919468658873,30,191.63333333333333,31.84280715979814,5.813674591902817,30,0.22474199660135832,0.08696409497054364,0.015877398836129437,30,0.5356119255654409,0.09821866297796246,0.01793219242700919,30,0.266125154587212,0.07688113340399245,0.014036510337310201,30,-0.6375715716118836,0.14083184516892128,0.02571225947136438,30,0.6384517405130999,0.14090320910976453,0.025725288684761816,30,-6.082541019462732,0.9760803977295913,0.17820708392503717,30,0.005014541004455353,0.0010696668279374358,0.0001952935502254436,30,4.882366349051605,3.8587463037065164,0.7045074647432465,30,0.003264786847954983,0.002236711662819107,0.00040836581078697136,30,0.0,0.16666666666666666
bc_plus_vjepa_cem,cem_value,0.1,1,reach-v3,clean,0.4666666666666667,0.5074162634049248,0.09264111117062016,30,731.0444850752373,460.0123683535406,83.98638362620326,30,128.7,77.70374774612293,14.186698481080912,30,0.11858771421244829,0.07393429805420842,0.013498494272533421,30,0.5936362264119982,0.09572369706690306,0.017476676057111305,30,0.03508041710643074,0.010336648396882378,0.0018872051653240304,30,-0.6354839809932205,0.14584254769502672,0.026627084405529734,30,0.635670281263767,0.14576998883962464,0.026613837031579577,30,-6.3651076363500305,0.576914025240748,0.10532960845515414,30,0.00531546075002816,0.001958275309659975,0.0003575305203020609,30,4.29489053615437,4.332066348880543,0.7909234866303061,30,0.00206509669271986,0.0018860304845436358,0.0003443404801756493,30,0.26666666666666666,0.6333333333333333
bc_plus_de_vjepa_cem,cem_value,0.1,1,reach-v3,clean,0.4666666666666667,0.5074162634049248,0.09264111117062016,30,786.9216240375692,483.68920152213377,88.3091621651116,30,129.93333333333334,76.5010404857496,13.967115182220342,30,0.11010539017576801,0.06600456136796452,0.012050729053156071,30,0.5662435651833906,0.09899080532790387,0.01807316568789851,30,0.03364736898870834,0.01186981753900372,0.0021671222731942646,30,-0.643167253586464,0.1442367891708737,0.0263339143503348,30,0.6433401350654884,0.14414995953635584,0.026318061500506345,30,-6.434970788361565,0.6174629978327256,0.11273280411258244,30,0.004562869231390946,0.0015953553992014782,0.00029127071312676965,30,3.5248653384620043,3.5955353542437765,0.6564519399422148,30,0.00198903155143056,0.0018033589180954698,0.0003292467862396667,30,0.3,0.6333333333333333
bc_plus_vjepa_cem,cem_value,0.01,3,reach-v3,clean,0.06666666666666667,0.2537081317024625,0.046320555585310084,30,402.6779729684855,153.59375013581476,28.042253880399304,30,193.5,25.02791544903686,4.569451286256509,30,0.36312645383326525,0.16716930707226316,0.030520800135328808,30,0.8575192635816032,0.09532227993489488,0.017403387651054668,30,0.43813795595222244,0.025312524990551345,0.004621413641579405,30,-1.7050818564096626,0.38198382869273867,0.06974038652573403,30,1.7066433760446453,0.3820198628201692,0.06974696542721193,30,-5.899181411768644,1.0433595763128982,0.1904905251785357,30,0.007379487777746362,0.0016188045874503687,0.0002955519295798038,30,8.04070324181503,6.819274534961915,1.2450234962063975,30,0.00464532536387208,0.003026715353968321,0.0005526000915052276,30,0.0,0.16666666666666666
bc_plus_de_vjepa_cem,cem_value,0.01,3,reach-v3,clean,0.06666666666666667,0.2537081317024625,0.046320555585310084,30,473.8194817258642,229.64312995920588,41.92690748491582,30,192.7,28.7043790964087,5.240678643427601,30,0.35539219908647685,0.1680968082972914,0.030690137916349357,30,0.8368961017847872,0.10626657209059145,0.019401532880921953,30,0.4459842477311865,0.03514355975803291,0.006416306810168474,30,-1.656794413003745,0.511567172022149,0.09339895993188556,30,1.658297820487541,0.5115604423160802,0.09339773126127915,30,-5.740807874627601,1.1064927563554339,0.20201701412397963,30,0.00538252610193105,0.0012319935132676684,0.00022493021263891405,30,5.766224227644702,5.870550518114906,1.0718109812483916,30,0.0033095759220214,0.0030177806762030383,0.0005509688499865325,30,0.0,0.16666666666666666
bc_plus_vjepa_cem,cem_value,0.1,3,reach-v3,clean,0.23333333333333334,0.4301830671520762,0.07854032324531726,30,845.704500804088,388.8565035499597,70.99515954230021,30,168.9,58.62996174135802,10.704317530468884,30,0.1595330304634101,0.09769174432311553,0.01783599068259921,30,0.5834107245841406,0.11092841364176713,0.020252664806619882,30,0.18690059447981439,0.047388630267649244,0.008651940588954523,30,-1.9192037524437684,0.3548254482848906,0.06478196733417245,30,1.9223536310425944,0.35404800446407647,0.06464002616155481,30,-6.165172509660666,1.1209363390354683,0.20465403947232821,30,0.0059446440799651445,0.0020217854172860325,0.00036912582649418504,30,4.235657810556175,3.6255587353292986,0.6619334342999197,30,0.002652315867256827,0.002373813378286087,0.0004333970448649447,30,0.1,0.4
bc_plus_de_vjepa_cem,cem_value,0.1,3,reach-v3,clean,0.2,0.40683810217248634,0.07427813527082076,30,926.9952416513916,438.0313862235154,79.97322370995902,30,173.16666666666666,54.76223423903169,9.998170330699804,30,0.13944459728361244,0.06834714602745302,0.012478424540111875,30,0.5007854965104914,0.11579478067194346,0.02114113780512888,30,0.1703336017128513,0.051684846829156576,0.009436318829842805,30,-1.9385150441012822,0.40165248297287565,0.07333137506740121,30,1.941050621519854,0.40106051189081793,0.07322329642905663,30,-6.211118861148602,0.9769633214698495,0.17836828300806926,30,0.005144423929605566,0.0018365325061161133,0.0003353034270637632,30,3.664346064088086,2.9506783211643905,0.5387176921477367,30,0.0024917685339215737,0.0016753610425593705,0.0003058776783250466,30,0.06666666666666667,0.36666666666666664
bc_plus_vjepa_cem,cem_value,0.01,5,reach-v3,clean,0.1,0.30512857662936466,0.055708601453115555,30,485.54803496024994,184.49865113510518,33.684691018657745,30,186.06666666666666,42.57968864444021,7.773951987368823,30,0.324127317958901,0.15186601648694048,0.027726814316116254,30,0.8531918315570182,0.07901097956270857,0.014425365265691716,30,0.4181739562961489,0.022851551767168327,0.004172103458958378,30,-2.7462221968835303,0.6671760663150939,0.12180912711611316,30,2.7475531485367077,0.6671396228278548,0.1218024734761015,30,-6.303255635845322,0.8326370431834684,0.1520180302553296,30,0.0063629115660806266,0.001185668583492699,0.00021647247630138288,30,6.076614049124975,5.430907216290177,0.9915434633599061,30,0.0035817173116548503,0.00275171502764967,0.0005023921308232254,30,0.0,0.23333333333333334
