method,planner_score,task,visual_condition,success_mean,success_std,success_count,return_mean,return_std,return_count,episode_length_mean,episode_length_std,episode_length_count,final_distance_to_goal_mean,final_distance_to_goal_std,final_distance_to_goal_count,mean_action_norm_mean,mean_action_norm_std,mean_action_norm_count,mean_action_deviation_from_bc_mean,mean_action_deviation_from_bc_std,mean_action_deviation_from_bc_count,mean_selected_planner_score_mean,mean_selected_planner_score_std,mean_selected_planner_score_count,mean_policy_entropy_mean,mean_policy_entropy_std,mean_policy_entropy_count,mean_prediction_latent_mse_mean,mean_prediction_latent_mse_std,mean_prediction_latent_mse_count,mean_decision_kl_mean,mean_decision_kl_std,mean_decision_kl_count,mean_action_mse_mean,mean_action_mse_std,mean_action_mse_count,success_stderr,return_stderr,episode_length_stderr,final_distance_to_goal_stderr,mean_action_norm_stderr,mean_action_deviation_from_bc_stderr,mean_selected_planner_score_stderr,mean_policy_entropy_stderr,mean_prediction_latent_mse_stderr,mean_decision_kl_stderr,mean_action_mse_stderr
bc_plus_de_vjepa,action_mean_consistency_score,reach-v3,background_shift,0.1,0.30253169045376643,60,720.8149351525865,306.28204159071004,60,184.81666666666666,46.07565321521811,60,0.25158229018390627,0.07870238399881468,60,0.6716384341682266,0.04579711608248877,60,0.0,0.0,60,0.001107667838927646,0.0003459421600290207,60,-2.9283413603001387,0.20268837851409022,60,0.012556099671408588,0.0020133386222206348,60,3.446783281002601,1.1699880820229895,60,0.0014503568989310915,0.00035831359537127346,60,0.039056673294247155,39.54084154410758,5.948341252272265,0.010160434084474345,0.005912382263060229,0.0,4.466094081811394e-05,0.02616695714849522,0.0002599208984712235,0.1510448118978732,4.625808625308817e-05
bc_plus_de_vjepa,action_mean_consistency_score,reach-v3,brightness,0.08333333333333333,0.2787178067853022,60,723.9516130338412,362.3307189434226,60,186.03333333333333,46.7300094726155,60,0.21635708141582125,0.0730920551343142,60,0.9081121293459347,0.056156027189935155,60,0.0,0.0,60,0.002489552493473375,0.0007326212104714412,60,-4.731762046896763,0.3638550822242072,60,0.006632635129248067,0.0006447672495902528,60,5.004137255987827,1.7891467661763427,60,0.002893735067047041,0.0007257050211591113,60,0.0359823141323644,46.7766946762412,6.032818281851822,0.009436143742509107,0.007249711936526324,0.0,9.458099157447369e-05,0.04697348912957616,8.3239093994767e-05,0.23097785431072768,9.368811537361131e-05
bc_plus_de_vjepa,action_mean_consistency_score,reach-v3,clean,0.38333333333333336,0.4903014177279,60,802.6244138580262,455.5171143693756,60,141.4,75.26477556385834,60,0.12377822458141324,0.0694740031438957,60,0.6032787121886702,0.0937145414599619,60,6.28888769618546e-05,0.00018987378322053396,60,0.0022730300493596506,0.0022603756744929765,60,-6.070167145151659,0.7150576411158553,60,0.005309479549763439,0.0019533556058170067,60,4.2316539993632585,3.9756952824867224,60,0.0025744360821407064,0.0023775837553726155,60,0.06329764084940141,58.80700659550169,9.716640743828743,0.008969055239022325,0.012098495279063232,2.4512600009817508e-05,0.0002918132447827885,0.09231354452066892,0.0002521771243516722,0.5132600539555489,0.0003069447429590476
bc_plus_de_vjepa,decision_consistency_score,button-press-v3,background_shift,0.8333333333333334,0.37582301400141443,60,46.78010602919615,24.532890419323785,60,98.78333333333333,46.23084730932208,60,0.02321204647603995,0.017122055436914006,60,0.9256556034861753,0.035774037879049286,60,0.1577665056101145,0.003713534717354698,60,2.754866618727397,1.113070973005334,60,-0.8801745672644913,0.4733110890923236,60,0.010605454312320352,0.0018067463479994436,60,3.421666220717335,1.1519554833254657,60,0.001139212219853816,0.0002966743758928355,60,0.048518542478298496,3.1671825342790836,5.9683767236687455,0.0022104478520002697,0.004618408431071706,0.00047941527052926036,0.1436968447198848,0.06110419885432881,0.00023324995055409717,0.1487168134163948,3.830049723598103e-05
bc_plus_de_vjepa,decision_consistency_score,button-press-v3,brightness,0.1,0.30253169045376643,60,59.54378595270516,17.76649907020218,60,190.11666666666667,29.907819773694968,60,0.08071585459892232,0.026753200698031224,60,0.9213663457019348,0.034819172521314064,60,0.15783093727415062,0.003202741369001983,60,2.8916574291143298,1.464982719542201,60,-2.0159540872853947,0.6406888672352267,60,0.007765191994554232,0.0009394095970397178,60,3.367659681224439,1.4663002565764844,60,0.0023734754095445653,0.0006894067271914882,60,0.039056673294247155,2.2936451673100864,3.861082930163116,0.003453823358707319,0.004495135843459076,0.0004134721328118074,0.1891284558422865,0.08271257709675092,0.00012127725748674158,0.18929854914201288,8.900202577253311e-05
bc_plus_de_vjepa,decision_consistency_score,button-press-v3,clean,1.0,0.0,60,54.824425906090745,11.401950719699222,60,71.1,15.79605185599516,60,0.01946516781716307,0.0004636899918086401,60,0.9273632484441715,0.03573565470333576,60,0.1480720816755913,0.0041611123945058765,60,0.9183724156687634,0.20901422073756323,60,-2.678198810119901,0.38430773810632146,60,0.004292803021792246,0.0007736537019424859,60,0.7303273239718567,0.24332429792030966,60,0.0009000900960093171,0.0003204742178286989,60,0.0,1.4719855083890918,2.039261525803267,5.986212053593055e-05,0.0046134531843946055,0.0005371973001872842,0.026983619867903444,0.04961391565014748,9.987826344516548e-05,0.03141303178576571,4.137304361797996e-05
bc_plus_de_vjepa,decision_consistency_score,drawer-open-v3,background_shift,0.0,0.0,60,615.2767883181097,191.00992395140872,60,200.0,0.0,60,0.18138261056351263,0.027110240415228446,60,0.43307352492647866,0.06564998163925638,60,0.16019078944561382,0.002344096323473714,60,104.43072690804799,58.51625909484525,60,-2.355920515820384,0.842361635387726,60,0.009452136102210108,0.0016391226961272726,60,106.67286640209426,59.05192351643026,60,0.007521565263610683,0.00229086149059987,60,0.0,24.659275147471707,0.0,0.0034999169879953006,0.008475376185588754,0.0003026215340906576,7.554416565223132,0.1087484195113569,0.00021160983014971758,7.623570544688284,0.0002957489467187065
bc_plus_de_vjepa,decision_consistency_score,drawer-open-v3,brightness,0.0,0.0,60,214.98756515236838,37.57565614231778,60,200.0,0.0,60,0.1899999999999994,0.0,60,0.5187107239334534,0.05257620238235239,60,0.15996960789399842,0.0020030901604669777,60,161.58360605700315,94.78810478069592,60,-5.148279880781969,0.8052627654555313,60,0.007169630980448953,0.0006171947321947445,60,172.58049940698592,99.59596150364443,60,0.012432771487775125,0.005507619931001263,60,0.0,4.850996348733774,0.0,0.0,0.006787558541122717,0.00025859782774801824,12.23709170780663,0.1039589759976734,7.967949730523972e-05,12.857783341770995,0.0007110306756669311
bc_plus_de_vjepa,decision_consistency_score,drawer-open-v3,clean,0.8666666666666667,0.3428033318008816,60,399.28704945637634,79.25999023438675,60,113.55,38.75976640184282,60,0.049151196846214044,0.05574313936705354,60,1.161374223766892,0.05659076319147238,60,0.14942074287110946,0.00423160044574242,60,2.33920302793593,2.195850092236955,60,-7.8834509965020025,0.864093506820413,60,0.004724601944555023,0.0014075422765023335,60,2.2637862281067647,2.5089507150367205,60,0.001687529399810141,0.0011930007695363743,60,0.04425571983630766,10.232420739944745,5.003864325907567,0.007196408347797246,0.007305836112991341,0.0005462972684721425,0.2834830279333916,0.11155399204938081,0.00018171292653254708,0.32390414452641364,0.00015401573708090035
bc_plus_de_vjepa,decision_consistency_score,reach-v3,background_shift,0.1,0.30253169045376654,60,792.8334649302194,334.90882862218007,60,185.03333333333333,45.402518658825215,60,0.21415456062170818,0.08067869005420271,60,0.8584317627331609,0.06425722532636406,60,0.1526555827926818,0.005351542771873952,60,2.8980080524086165,1.1468709118663918,60,-3.0159518486171755,0.3432478583236603,60,0.012458715511321683,0.0019527792607106438,60,3.3007348237667036,1.0855439275067913,60,0.0013797785586678846,0.00037335399294943317,60,0.03905667329424717,43.23654385838457,5.861439954716719,0.010415574099125234,0.008295572118750181,0.0006908812010661497,0.14806039806360832,0.04431310796362997,0.0002521027185183852,0.14014311842701313,4.819979323110653e-05
