method,planner_score,planner_alpha,planning_horizon,task,visual_condition,success_mean,success_std,success_stderr,success_count,return_mean,return_std,return_stderr,return_count,episode_length_mean,episode_length_std,episode_length_stderr,episode_length_count,final_distance_to_goal_mean,final_distance_to_goal_std,final_distance_to_goal_stderr,final_distance_to_goal_count,mean_action_norm_mean,mean_action_norm_std,mean_action_norm_stderr,mean_action_norm_count,mean_action_deviation_from_bc_mean,mean_action_deviation_from_bc_std,mean_action_deviation_from_bc_stderr,mean_action_deviation_from_bc_count,mean_selected_planner_score_mean,mean_selected_planner_score_std,mean_selected_planner_score_stderr,mean_selected_planner_score_count,mean_predicted_value_mean,mean_predicted_value_std,mean_predicted_value_stderr,mean_predicted_value_count,mean_predicted_progress_selected_mean,mean_predicted_progress_selected_std,mean_predicted_progress_selected_stderr,mean_predicted_progress_selected_count,mean_predicted_progress_bc_action_mean,mean_predicted_progress_bc_action_std,mean_predicted_progress_bc_action_stderr,mean_predicted_progress_bc_action_count,mean_policy_entropy_mean,mean_policy_entropy_std,mean_policy_entropy_stderr,mean_policy_entropy_count,mean_prediction_latent_mse_mean,mean_prediction_latent_mse_std,mean_prediction_latent_mse_stderr,mean_prediction_latent_mse_count,mean_decision_kl_mean,mean_decision_kl_std,mean_decision_kl_stderr,mean_decision_kl_count,mean_action_mse_mean,mean_action_mse_std,mean_action_mse_stderr,mean_action_mse_count,success_ci_low,success_ci_high
bc_plus_de_vjepa_cem,cem_value,0.01,5,reach-v3,clean,0.06666666666666667,0.2537081317024625,0.046320555585310084,30,593.0320517953609,276.55825794739934,50.49239878070767,30,190.76666666666668,35.20940639730489,6.42832870672353,30,0.2755708966484457,0.12182899327844907,0.02224282925891727,30,0.8452933504045284,0.08231570885697556,0.015028723525997769,30,0.4245371997424034,0.02841051312551353,0.005187026303046786,30,-2.735663588035607,0.677622905783359,0.12371645032658121,30,2.7369948855004975,0.6775844922148985,0.1237094370005945,30,2.7369948855004975,0.6775844922148985,0.1237094370005945,30,0.5818909987991723,0.14832070464159358,0.027079531892420666,30,-6.327212181991215,0.9010440578007002,0.16450738525447742,30,0.005425086547620427,0.000903045596197838,0.00016487281449775244,30,4.5941779768008155,2.877226914278738,0.5253073613371492,30,0.003007559383871747,0.0016437596816447477,0.0003001080855847796,30,0.0,0.16666666666666666
bc_plus_vjepa_cem,cem_value,0.1,5,reach-v3,clean,0.06666666666666667,0.2537081317024625,0.046320555585310084,30,859.8440950863803,340.59115483392605,62.18315279642533,30,198.13333333333333,7.771447889476619,1.418865771180753,30,0.18707321083126824,0.10827064473330057,0.019767424812018878,30,0.6075434242364127,0.08953912685873125,0.016347533186614596,30,0.2503018462047169,0.04680912968284163,0.008546138741492335,30,-3.189587858005683,0.47176656073516265,0.08613239573042653,30,3.194980738409161,0.470801380805327,0.08595617879055245,30,3.194980738409161,0.470801380805327,0.08595617879055245,30,0.685297378074793,0.11200724680066425,0.020449631892257385,30,-6.46628810178996,1.1057449002161686,0.20188047489823152,30,0.006149344156738606,0.0016401586611968844,0.0002994506322083356,30,4.140751782480285,3.368622844580211,0.6150235732346002,30,0.0028476825023115338,0.002248185541659161,0.00041046064487456425,30,0.0,0.16666666666666666
bc_plus_de_vjepa_cem,cem_value,0.1,5,reach-v3,clean,0.0,0.0,0.0,30,849.152784908381,381.88640625043837,69.72259970264899,30,200.0,0.0,0.0,30,0.22311332516744162,0.10183169610058526,0.018591839007767137,30,0.5935798529628665,0.09708664500381696,0.017725515167028926,30,0.2572136405051375,0.06274349423837905,0.011455342377018542,30,-3.0002840441639225,0.6953663758639581,0.12695594993043524,30,3.0053109801163274,0.694911326241562,0.12687286961611174,30,3.0053109801163274,0.694911326241562,0.12687286961611174,30,0.6404794945974523,0.1505577564322137,0.027487959801763988,30,-6.007437128295503,1.0568473035646564,0.19295303600029076,30,0.005836715136800147,0.0015948894735653848,0.0002911856471331002,30,4.805494314124846,2.771064147753926,0.5059247806728846,30,0.00322302935476208,0.0017759914191569587,0.0003242501874026263,30,0.0,0.0
bc_only,bc_only,0.0,0,reach-v3,brightness,0.0,0.0,0.0,30,835.5902748200295,356.62468324625604,65.11046119236971,30,200.0,0.0,0.0,30,0.22173141703073287,0.059879399954483464,0.01093243269498147,30,0.90447056419154,0.06760465489350541,0.012342864825841642,30,0.0,0.0,0.0,30,,,,0,,,,0,,,,0,,,,0,-4.785460473438104,0.32704704792043204,0.059710348503831216,30,,,,0,,,,0,,,,0,0.0,0.0
bc_plus_vjepa_cem,cem_value,0.01,1,reach-v3,brightness,0.03333333333333333,0.18257418583505536,0.03333333333333333,30,561.7514531956745,394.0574800172897,71.94472358637027,30,195.0,27.386127875258307,5.0,30,0.3142790832977947,0.12673766883031354,0.023139026701327368,30,0.681749975396941,0.11640685133555914,0.02125288610821204,30,0.2174954221292088,0.048981181858587415,0.008942699399070381,30,-0.5358008321573337,0.06024753039296687,0.010999643810068679,30,0.5363435383588074,0.06016761638115438,0.010985053574425202,30,0.5363435383588074,0.06016761638115438,0.010985053574425202,30,0.5352071472381553,0.06033288604450494,0.011015227548654662,30,-4.981317451635997,0.39428330874038886,0.07198595408162826,30,0.007073450071659507,0.0008221733671423094,0.0001501076331212732,30,4.6525204032609855,2.061905731122689,0.37645076012835954,30,0.003199101843808067,0.0011151840854492674,0.00020360382645711082,30,0.0,0.1
bc_plus_de_vjepa_cem,cem_value,0.01,1,reach-v3,brightness,0.03333333333333333,0.18257418583505536,0.03333333333333333,30,649.1704659521998,345.3212544986202,63.04674689162553,30,195.06666666666666,27.020979503588197,4.933333333333334,30,0.2535917945192788,0.09260006982880281,0.01690638235726295,30,0.7928420089991428,0.07384919354677695,0.013482956386378227,30,0.15624042646316444,0.0706263343653641,0.012894545495270743,30,-0.574909183411262,0.049634923692382045,0.009062055782121752,30,0.5752336149087701,0.049604521051468176,0.009056505044709668,30,0.5752336149087701,0.049604521051468176,0.009056505044709668,30,0.5745538035153579,0.04966975339258541,0.00906841478627926,30,-4.815202820658683,0.4066173131109386,0.0742378248876674,30,0.006489947868334916,0.0007585999130458436,0.0001385007614988887,30,5.733872362232122,2.9990160257856555,0.5475429092140994,30,0.003225639471320393,0.0008154209317684732,0.00014887481273049124,30,0.0,0.1
bc_plus_vjepa_cem,cem_value,0.1,1,reach-v3,brightness,0.0,0.0,0.0,30,822.099228072142,363.4389981329005,66.35457918482251,30,200.0,0.0,0.0,30,0.2263470503592491,0.06338118169168631,0.011571767644623346,30,0.8862441941052676,0.07200555872122405,0.013146356259125752,30,0.01893945524391403,0.004508845018904714,0.000823198708382973,30,-0.5827212120766441,0.03827470186390685,0.006987972530882269,30,0.5827654710908731,0.03827222496109357,0.0069875203123677425,30,0.5827654710908731,0.03827222496109357,0.0069875203123677425,30,0.5826874395211539,0.03827695653644674,0.006988384175885565,30,-4.776847835759322,0.3543898518765339,0.06470243867456404,30,0.007562604576504431,0.0008444541334316092,0.00015417552588632325,30,4.028494501192124,2.134035997607896,0.3896198848059618,30,0.00309835251326871,0.0012933849891107064,0.00023613871135816917,30,0.0,0.0
bc_plus_de_vjepa_cem,cem_value,0.1,1,reach-v3,brightness,0.0,0.0,0.0,30,825.1800205373795,358.1129840662744,65.38218650286221,30,200.0,0.0,0.0,30,0.22334166099671357,0.0599215682957111,0.01094013154554912,30,0.895825971290469,0.06559704417994337,0.011976326934339318,30,0.01286947588065712,0.006028112164859357,0.00110057767062159,30,-0.5869272056370973,0.03124166533061085,0.005703921611867552,30,0.5869531859308483,0.031238777444112725,0.005703394358341373,30,0.5869531859308483,0.031238777444112725,0.005703394358341373,30,0.5869094136903683,0.031244472885766005,0.005704434198964191,30,-4.782818274041016,0.3396022895359672,0.06200261151974996,30,0.00669654917643245,0.0006561306139379348,0.00011979251264117347,30,5.203734834879637,2.252000369693304,0.4111571339969987,30,0.00300703360761049,0.0007020280395258995,0.00012817219774982118,30,0.0,0.0
bc_plus_vjepa_cem,cem_value,0.01,3,reach-v3,brightness,0.0,0.0,0.0,30,344.86897116546635,178.19895587633684,32.53452928577915,30,200.0,0.0,0.0,30,0.4030265962323924,0.07951057405854306,0.014516578324016373,30,0.7213041469156741,0.09656979591537401,0.017631151865506865,30,0.4449265236494442,0.029300740674161736,0.00534955887294917,30,-1.4017883051534494,0.1849622720203895,0.03376933622432465,30,1.403254829828938,0.1848999096167126,0.03375795045924663,30,1.403254829828938,0.1848999096167126,0.03375795045924663,30,0.4780972867781917,0.057894781765072414,0.010570092644856305,30,-4.613851308663686,0.8044934129328409,0.14687972987587844,30,0.007354768320801623,0.001020669305048339,0.00018634786737603226,30,4.86139291248874,3.4191162353369715,0.6242423629420671,30,0.004127577621500624,0.0019076662756575108,0.0003482906171231624,30,0.0,0.0
bc_plus_de_vjepa_cem,cem_value,0.01,3,reach-v3,brightness,0.0,0.0,0.0,30,426.33914452171194,209.84826806221514,38.31287669035538,30,200.0,0.0,0.0,30,0.32001308206492174,0.09262142406917999,0.016910281090313936,30,0.7702711180727929,0.12124567940466469,0.022136331203324797,30,0.4054823791570962,0.030711563621425422,0.005607138723903251,30,-1.608251106356581,0.1257678625598324,0.022961965111076545,30,1.6095169825653237,0.1257718022464668,0.022962684396156265,30,1.6095169825653237,0.1257718022464668,0.022962684396156265,30,0.5376224336872499,0.041088957938412,0.007501783042416407,30,-4.981750130275885,0.7407578193089235,0.13524325576127777,30,0.006582992785066943,0.0008718084839872687,0.0001591697241680695,30,6.507280843932803,3.6635402757131756,0.6688678831122673,30,0.0037995995650283295,0.0011933020786338141,0.00021786615546184784,30,0.0,0.0
