method,lambda,reference_policy_type,bjepa_prior_type,bjepa_loss_type,shift,metric,pairs,mean,std,stderr,baseline_mean,relative_change_percent,paired_t,paired_t_p,wilcoxon_w,wilcoxon_p
de_vjepa,0.01,strong_bc,none,nll,blur,latent_mse,30,0.24397543745949465,0.024402754745983767,0.0044553130798805195,0.2879303010895259,-15.265799904944494,-38.356666912847714,2.096170576339797e-26,0.0,1.7180929312456739e-06
de_vjepa,0.01,strong_bc,none,nll,blur,decision_kl,30,538.9615885119388,413.6805170057539,75.5273835881503,480.4122985604141,12.187300393218766,2.086195300714692,0.0458653920854165,164.0,0.1641840822994709
de_vjepa,0.01,strong_bc,none,nll,blur,action_mse,30,0.14450971758448378,0.06598454559004666,0.012047074688798861,0.14694966873752538,-1.6603992196809436,-1.0328683952778281,0.31020268891507646,205.0,0.583757072687149
de_vjepa,0.01,strong_bc,none,nll,blur,nll,30,,,,,,,,,
de_vjepa,0.01,strong_bc,none,nll,blur,uncertainty,30,,,,,,,,,
de_vjepa,0.01,strong_bc,none,nll,brightness,latent_mse,30,0.05113466571450982,0.0034064091090926906,0.0006219223697137143,0.06321109110006182,-19.1049152536147,-67.2377717488499,2.147908667970793e-33,0.0,1.7180929312456739e-06
de_vjepa,0.01,strong_bc,none,nll,brightness,decision_kl,30,235.81490923106762,289.0234086580051,52.76821352300777,386.5413928333798,-38.993620449669,-2.9011635563369014,0.007026183204136113,58.0,0.00013739429414272308
de_vjepa,0.01,strong_bc,none,nll,brightness,action_mse,30,0.07435667979325844,0.029919882569643914,0.005462598200433202,0.08491828894447277,-12.437378664236233,-4.017741561305691,0.0003812389991025709,73.0,0.0006084088236093521
de_vjepa,0.01,strong_bc,none,nll,brightness,nll,30,,,,,,,,,
de_vjepa,0.01,strong_bc,none,nll,brightness,uncertainty,30,,,,,,,,,
de_vjepa,0.01,strong_bc,none,nll,clean,latent_mse,30,0.0017375853054419237,0.0004073900062600083,7.437889871025912e-05,0.005173186331297646,-66.41170075530478,-8.614168455269386,1.7357487410342571e-09,0.0,1.7180929312456739e-06
de_vjepa,0.01,strong_bc,none,nll,clean,decision_kl,30,0.28030954605465885,0.1133547685895785,0.020695654585763404,0.913281673561569,-69.30743776325632,-6.925652713859617,1.3035042780156346e-07,0.0,1.862645149230957e-09
de_vjepa,0.01,strong_bc,none,nll,clean,action_mse,30,0.0006677833135835147,0.0006118628242039734,0.00011171035697177806,0.003122155863415249,-78.61146775507092,-6.954151399472075,1.2084377472072344e-07,0.0,1.862645149230957e-09
de_vjepa,0.01,strong_bc,none,nll,clean,nll,30,,,,,,,,,
