method,planner_score,planner_alpha,planning_horizon,task,visual_condition,success_mean,success_std,success_stderr,success_count,return_mean,return_std,return_stderr,return_count,episode_length_mean,episode_length_std,episode_length_stderr,episode_length_count,final_distance_to_goal_mean,final_distance_to_goal_std,final_distance_to_goal_stderr,final_distance_to_goal_count,mean_action_norm_mean,mean_action_norm_std,mean_action_norm_stderr,mean_action_norm_count,mean_action_deviation_from_bc_mean,mean_action_deviation_from_bc_std,mean_action_deviation_from_bc_stderr,mean_action_deviation_from_bc_count,mean_selected_planner_score_mean,mean_selected_planner_score_std,mean_selected_planner_score_stderr,mean_selected_planner_score_count,mean_predicted_value_mean,mean_predicted_value_std,mean_predicted_value_stderr,mean_predicted_value_count,mean_policy_entropy_mean,mean_policy_entropy_std,mean_policy_entropy_stderr,mean_policy_entropy_count,mean_prediction_latent_mse_mean,mean_prediction_latent_mse_std,mean_prediction_latent_mse_stderr,mean_prediction_latent_mse_count,mean_decision_kl_mean,mean_decision_kl_std,mean_decision_kl_stderr,mean_decision_kl_count,mean_action_mse_mean,mean_action_mse_std,mean_action_mse_stderr,mean_action_mse_count,success_ci_low,success_ci_high
bc_plus_vjepa_value_planner,value_score,0.0,1,reach-v3,brightness,0.15,0.3600847357902755,0.046486739497974494,60,688.6443724753682,331.1645011157856,42.753153255884165,60,178.91666666666666,50.764424907194524,6.553659074845379,60,0.19004005596103343,0.07538807312646091,0.009732558390715,60,0.7627225315414933,0.07282631199827437,0.0094018364511674,60,0.15922385166705058,0.0027429140897767524,0.00035410868632610126,60,-0.5775258168015053,0.0712791634781848,0.009202100436086855,60,0.5775258168015053,0.0712791634781848,0.009202100436086855,60,-4.741542843752811,0.6071835312436983,0.0783870568199418,60,0.007586808798412713,0.0009841645357299153,0.0001270550952269972,60,4.36878137056597,3.125618813642328,0.403515653727644,60,0.0030640296619101454,0.0013717145150425266,0.00017708758241702296,60,0.06666666666666667,0.25
bc_plus_de_vjepa_value_planner,value_score,0.0,1,reach-v3,brightness,0.06666666666666667,0.2515488742932317,0.03247482002983031,60,821.2256961531225,373.3322784532707,48.196989901706246,60,191.3,33.1847933318045,4.284138397380459,60,0.18415378579601702,0.07378415926311228,0.009525494001331652,60,0.8093809456323967,0.054669111446645144,0.007057751939493796,60,0.1594961885258735,0.0027733601064075194,0.0003580392501717451,60,-0.6113815965718782,0.04219429917731574,0.005447260600621239,60,0.6113815965718782,0.04219429917731574,0.005447260600621239,60,-4.771364100883516,0.45812933360421637,0.05914424264860773,60,0.0070651000452658244,0.0007273395769957681,9.389913562473858e-05,60,4.944098630245015,1.7917261959179942,0.23131085725846529,60,0.00268748988124535,0.0006496457508292938,8.386890579654227e-05,60,0.016666666666666666,0.13333333333333333
bc_plus_vjepa_value_planner,value_score,0.01,1,reach-v3,brightness,0.06666666666666667,0.2515488742932317,0.03247482002983031,60,773.629890460903,370.5996819268871,47.84421320708665,60,190.73333333333332,35.119585856533995,4.53391903826859,60,0.19966066769599863,0.07172440896252637,0.00925958138094782,60,0.7896346678285161,0.06911144859356513,0.008922249647838259,60,0.11084625787367584,0.013982956359544033,0.0018051919037086375,60,-0.594283557130212,0.05361490619888409,0.006921654627225029,60,0.5944230515342982,0.05361110617964215,0.006921164046850385,60,-4.713299114018095,0.4854878442868072,0.06267621119029812,60,0.007677677595637309,0.0009545568111377754,0.0001232327544181821,60,3.906149432397754,2.079456009392397,0.2684566164515896,60,0.0028742924155855804,0.001037468731642578,0.00013393663732875455,60,0.016666666666666666,0.13333333333333333
bc_plus_de_vjepa_value_planner,value_score,0.01,1,reach-v3,brightness,0.06666666666666667,0.2515488742932317,0.03247482002983031,60,790.4167347482737,362.65798255200554,46.81894422643658,60,191.03333333333333,34.209210112149265,4.4163900350421486,60,0.1972980861841198,0.07143643177771879,0.009222403686252906,60,0.8293199967909373,0.06261422937979774,0.008083462254118927,60,0.09654864457047617,0.014889003882965891,0.0019221621360114819,60,-0.6062501018169315,0.052756898638792744,0.006810886327519901,60,0.6063626457354945,0.05275259978592183,0.006810331348000673,60,-4.794144989649525,0.4294593497607212,0.055442963649877976,60,0.006991118268851896,0.0006394268700906959,8.254965396595996e-05,60,4.938565766872796,1.756569586451366,0.2267721584926863,60,0.002652935879079797,0.0006561774667801625,8.471214669987132e-05,60,0.016666666666666666,0.13333333333333333
bc_plus_vjepa_value_planner,value_score,0.1,1,reach-v3,brightness,0.0,0.0,0.0,60,738.7961033759336,350.5709974782692,45.258521163221964,60,200.0,0.0,0.0,60,0.2368003928772406,0.05758571235478184,0.007434283497652025,60,0.9110788136472305,0.052285097461123836,0.006749977057392144,60,0.0015091862071421448,0.001654347787549486,0.00021357538100047482,60,-0.608165358805408,0.03901192465700732,0.005036417816669594,60,0.6081708561542134,0.03900863665751105,0.005035993337759882,60,-4.657065932810308,0.32568006935541405,0.04204511616017317,60,0.0076743609974703605,0.0008100165849926021,0.00010457269146093842,60,3.987514465418334,2.0337916223532964,0.2625613694343494,60,0.003199791895937275,0.001365768639152108,0.00017631997314028272,60,0.0,0.0
bc_plus_de_vjepa_value_planner,value_score,0.1,1,reach-v3,brightness,0.0,0.0,0.0,60,738.4306649025092,350.4041061260811,45.23697558230028,60,200.0,0.0,0.0,60,0.23735056298712384,0.05712524047732128,0.007374836833891971,60,0.9123300821309287,0.052161060606024545,0.0067339639682549605,60,0.00041547421534773594,0.0003505504204972046,4.525586468638935e-05,60,-0.6080925508886577,0.027677974463447986,0.0035732111384562735,60,0.6080937129482626,0.0276779705378234,0.003573210631660319,60,-4.6557803086241085,0.32689582724294575,0.042202069828554185,60,0.006655242957892622,0.0005813245667657317,7.504867886083069e-05,60,4.9967291545365,1.7855067985100974,0.23050793650565762,60,0.0027841599713376865,0.0006888498606144231,8.893013460656537e-05,60,0.0,0.0
bc_plus_vjepa_value_planner,value_score,0.3,1,reach-v3,brightness,0.0,0.0,0.0,60,737.6100138404039,349.8772376279924,45.16895715167565,60,200.0,0.0,0.0,60,0.23773932783011206,0.057481438911775394,0.007420821854044836,60,0.9126091574927173,0.052334439027506244,0.006756347026221305,60,5.393379038044563e-06,1.475355314458337e-05,1.9046755208785818e-06,60,-0.6080381037555633,0.03900371152135574,0.005035357505416304,60,0.6080381183388331,0.03900369969912086,0.005035355979172344,60,-4.656616517951092,0.32661247837477286,0.042165489646967515,60,0.007666859333228734,0.0008091933927103298,0.00010446641779427285,60,3.9835612179314093,2.030461491486402,0.2621314513880769,60,0.003204904073289625,0.001366263975623831,0.00017638392080380778,60,0.0,0.0
bc_plus_de_vjepa_value_planner,value_score,0.3,1,reach-v3,brightness,0.0,0.0,0.0,60,737.6133777352808,349.88200432549604,45.169572529677254,60,200.0,0.0,0.0,60,0.23773940301360702,0.05748243422691179,0.007420950348676418,60,0.9126126493761936,0.05233515580583263,0.0067564395619053395,60,1.0613501071929934e-06,5.8528102888201966e-06,7.555945592370681e-07,60,-0.6079507568031549,0.02765565949508908,0.0035703302884287674,60,0.6079507588893175,0.02765565753941862,0.0035703300359527968,60,-4.656634842544795,0.3265384586480798,0.042155933741341745,60,0.00665142831848542,0.0005800498248612772,7.488411038860852e-05,60,4.996285376631034,1.7986128807937034,0.23219992445293863,60,0.0027833464315497386,0.0006895418671994057,8.901947227253549e-05,60,0.0,0.0
bc_only,bc_only,0.0,0,reach-v3,background_shift,0.15,0.3600847357902755,0.046486739497974494,60,697.3599105416334,307.86266786308863,39.744899518424255,60,177.76666666666668,53.71436277534699,6.934494416035417,60,0.23960925111136674,0.09043597753514244,0.011675234496386492,60,0.6704678452597882,0.04903907933777643,0.006330917919618412,60,0.0,0.0,0.0,60,,,,0,,,,0,-2.906789362105009,0.2586498703531439,0.03339155467921446,60,,,,0,,,,0,,,,0,0.06666666666666667,0.25
bc_plus_vjepa_value_planner,value_score,0.0,1,reach-v3,background_shift,0.11666666666666667,0.32373177151309335,0.041793591990281174,60,656.6604859321485,356.33812824451076,46.00305454365709,60,184.2,44.09573560226754,5.692734987544922,60,0.2497586977600042,0.11714207868079637,0.015122977329028108,60,0.598786823565558,0.07597519215009732,0.00980835513074118,60,0.1598765849099818,0.002617229900522767,0.00033788292726402567,60,-0.4576213646114701,0.029849016457377957,0.0038534914546698644,60,0.4576213646114701,0.029849016457377957,0.0038534914546698644,60,-2.978872744630896,0.6495786703054492,0.08386024573815211,60,0.013650746852511749,0.001268414403741771,0.00016375159539271631,60,3.403655693121531,1.1677091874139252,0.15075060786891759,60,0.00174615244241368,0.0005604871642825111,7.235858176763953e-05,60,0.05,0.2
bc_plus_de_vjepa_value_planner,value_score,0.0,1,reach-v3,background_shift,0.06666666666666667,0.2515488742932317,0.03247482002983031,60,647.7052365602087,316.73449302910973,40.890247222373034,60,190.5,36.23159965498794,4.677479402340755,60,0.27187126554368635,0.10776942454157094,0.013912972882662038,60,0.631098915225506,0.09168831084825843,0.011836910031906457,60,0.1600934586577566,0.002706670763504926,0.0003494296930240364,60,-0.46930127668755356,0.040169953932274995,0.005185918753254006,60,0.46930127668755356,0.040169953932274995,0.005185918753254006,60,-2.7435618638698585,0.47737434072847107,0.061628762384937114,60,0.012574808328809693,0.0019381737344299345,0.0002502171531834591,60,3.270817653587,1.5689897804039044,0.2025557096624651,60,0.0014236812665719967,0.00046660752933691963,6.023877301122928e-05,60,0.016666666666666666,0.13333333333333333
bc_plus_vjepa_value_planner,value_score,0.01,1,reach-v3,background_shift,0.15,0.3600847357902755,0.046486739497974494,60,703.0232623784207,317.63333889778863,41.0062877250464,60,177.63333333333333,53.96765090897294,6.967193773479592,60,0.2390101924334445,0.09215940813172147,0.011897728429682987,60,0.6415608453156199,0.05388709584820662,0.006956794159852902,60,0.02788377628428741,0.019128315980539164,0.002469454974454046,60,-0.44754247158834304,0.03637885701687945,0.004696490246014498,60,0.4475629106302377,0.03638684365095032,0.0046975213160394555,60,-2.9267447023236026,0.2430079184447997,0.03137218737110798,60,0.014383789145511677,0.0012890131623161743,0.00016641088368975668,60,3.0549244971910228,1.0842789366290446,0.1399798088069259,60,0.0016143495740393202,0.0005300358155478131,6.84273295503382e-05,60,0.06666666666666667,0.25
bc_plus_de_vjepa_value_planner,value_score,0.01,1,reach-v3,background_shift,0.13333333333333333,0.34280333180088157,0.044255719836307654,60,702.0214052207888,310.5259005203064,40.088721376040255,60,180.1,51.42600410594902,6.639068582144493,60,0.2474003274524584,0.09185915939782885,0.011858966484813455,60,0.6453076151554116,0.05487249888275798,0.007084009144590224,60,0.032127833156983095,0.022396079381114327,0.0028913214154465032,60,-0.4482107285697783,0.03483575923547797,0.004497277179049913,60,0.4482345668097049,0.03484426917751383,0.0044983758078426484,60,-2.918787491060674,0.25420792062449626,0.032818101435089696,60,0.01265092219462751,0.0020175533417834185,0.0002604650164270767,60,3.414672105038326,1.3303373062703054,0.17174580773411097,60,0.0014429388146574085,0.00041569755522767376,5.366632361519728e-05,60,0.05,0.21666666666666667
