method,planner_score,planner_alpha,planning_horizon,task,visual_condition,success_mean,success_std,success_count,return_mean,return_std,return_count,episode_length_mean,episode_length_std,episode_length_count,final_distance_to_goal_mean,final_distance_to_goal_std,final_distance_to_goal_count,mean_action_norm_mean,mean_action_norm_std,mean_action_norm_count,mean_action_deviation_from_bc_mean,mean_action_deviation_from_bc_std,mean_action_deviation_from_bc_count,mean_selected_planner_score_mean,mean_selected_planner_score_std,mean_selected_planner_score_count,mean_predicted_value_mean,mean_predicted_value_std,mean_predicted_value_count,mean_policy_entropy_mean,mean_policy_entropy_std,mean_policy_entropy_count,mean_prediction_latent_mse_mean,mean_prediction_latent_mse_std,mean_prediction_latent_mse_count,mean_decision_kl_mean,mean_decision_kl_std,mean_decision_kl_count,mean_action_mse_mean,mean_action_mse_std,mean_action_mse_count,success_stderr,return_stderr,episode_length_stderr,final_distance_to_goal_stderr,mean_action_norm_stderr,mean_action_deviation_from_bc_stderr,mean_selected_planner_score_stderr,mean_predicted_value_stderr,mean_policy_entropy_stderr,mean_prediction_latent_mse_stderr,mean_decision_kl_stderr,mean_action_mse_stderr
bc_only,bc_only,0.0,0,reach-v3,clean,0.3333333333333333,0.5773502691896258,3,940.333087036725,736.5397523728807,3,146.33333333333334,92.95339333952975,3,0.10500232494828375,0.07902036954971138,3,0.667634930812523,0.02714266299239395,3,0.0,0.0,3,,,0,,,0,-5.083344409180502,0.8311222183283823,3,,,0,,,0,,,0,0.33333333333333337,425.241424301343,53.66666666666667,0.04562243163098958,0.01567082378518194,0.0,,,0.47984863648137044,,,
bc_plus_de_vjepa_cem,cem_value,0.1,3,reach-v3,clean,0.3333333333333333,0.5773502691896258,3,929.9231958302292,612.3246524609735,3,147.66666666666666,90.64399226277123,3,0.1328957295608741,0.07621751416543258,3,0.6561726292424885,0.08840110514556948,3,0.11938152656320107,0.04892977582364002,3,-1.7545670662069506,0.2924544390271832,3,1.7562132116701712,0.291820449763426,3,-5.822866563358048,0.2654568682997257,3,0.004213500520840058,0.0011409388050285622,3,3.9923113364912566,3.1186609067690116,3,0.002072820757531479,0.0014373324449247543,3,0.33333333333333337,353.5258029297871,52.33333333333333,0.04400420232037662,0.05103840185245495,0.02824961924316661,0.16884864909804523,0.16848261522595168,0.15326159437108167,0.0006587213262121304,1.8005597140342513,0.00082984427399229
bc_plus_vjepa_cem,cem_value,0.1,3,reach-v3,clean,0.3333333333333333,0.5773502691896258,3,1120.4441415282563,610.7391709062209,3,154.0,79.67433714816836,3,0.10896841244222717,0.0629450851497415,3,0.5319712694013311,0.03827173232209939,3,0.08747948535307441,0.015923568021761397,3,-1.9195473889958474,0.13647619525591256,3,1.9208485094113374,0.1361449100282636,3,-6.297616098965368,0.6099356322815783,3,0.004569019960267382,0.0011509946468670565,3,5.77837259330947,6.338576634478443,3,0.002466546467878914,0.0019829692980023713,3,0.33333333333333337,352.6104247273555,46.00000000000001,0.03634136185536717,0.022096194958517387,0.009193476283823259,0.07879456806897706,0.07860330045361537,0.35214650148611387,0.0006645270692045134,3.659578926195201,0.0011448678579964323
