dataset,method,lambda,reference_policy_type,bjepa_prior_type,bjepa_loss_type,shift,metric,pairs,mean,std,stderr,baseline_mean,relative_change_percent,paired_t,paired_t_p,wilcoxon_w,wilcoxon_p
metaworld-5,no_action_vjepa,0.0,none,none,nll,blur,latent_mse,30,0.2411716948644945,0.0228284400647895,0.0041678838587133,0.2879303010895259,-16.239557298449377,-51.71294389660489,4.089394784214304e-30,0.0,1.718092931245674e-06
metaworld-5,no_action_vjepa,0.0,none,none,nll,blur,decision_kl,30,614.0386616629688,505.7113252015631,92.32983346624228,480.4122985604141,27.81493386055573,3.003643611816849,0.0054494101660977,60.0,0.0001698974519968
metaworld-5,no_action_vjepa,0.0,none,none,nll,blur,action_mse,30,0.1471893659816033,0.0662903497691209,0.0121029066378183,0.1469496687375253,0.1631151986508193,0.0929957181170964,0.9265464622658344,222.0,0.8393927440047264
metaworld-5,no_action_vjepa,0.0,none,none,nll,blur,nll,30,,,,,,,,,
metaworld-5,no_action_vjepa,0.0,none,none,nll,blur,uncertainty,30,,,,,,,,,
metaworld-5,no_action_vjepa,0.0,none,none,nll,brightness,latent_mse,30,0.0510390332480649,0.0032095494204839,0.0005859808723422,0.0632110911000618,-19.256205897045383,-51.19457552357868,5.4602515350151496e-30,0.0,1.718092931245674e-06
metaworld-5,no_action_vjepa,0.0,none,none,nll,brightness,decision_kl,30,313.5173811461692,377.4452906498291,68.91176663766838,386.5413928333798,-18.89164085427919,-2.0594268114372416,0.0485312657636311,216.0,0.7456546742469072
metaworld-5,no_action_vjepa,0.0,none,none,nll,brightness,action_mse,30,0.0802271890567072,0.031684494408842,0.0057847707702897,0.0849182889444727,-5.524251543543273,-1.6716068619259643,0.1053598356372725,154.0,0.1094320584088563
metaworld-5,no_action_vjepa,0.0,none,none,nll,brightness,nll,30,,,,,,,,,
metaworld-5,no_action_vjepa,0.0,none,none,nll,brightness,uncertainty,30,,,,,,,,,
metaworld-5,no_action_vjepa,0.0,none,none,nll,clean,latent_mse,30,0.0015096334011958,0.0003713293441952,6.779515269311362e-05,0.0051731863312976,-70.81811277388888,-9.01205808547214,6.615751136838792e-10,0.0,1.718092931245674e-06
metaworld-5,no_action_vjepa,0.0,none,none,nll,clean,decision_kl,30,0.3519857714558613,0.1303110848902632,0.0237914402291225,0.913281673561569,-61.45923194941541,-6.19240965816772,9.408025222274186e-07,0.0,1.862645149230957e-09
metaworld-5,no_action_vjepa,0.0,none,none,nll,clean,action_mse,30,0.00073650532076,0.0007167883511831,0.0001308670496333,0.0031221558634152,-76.41036024529448,-6.725389862327744,2.224753398954727e-07,0.0,1.862645149230957e-09
metaworld-5,no_action_vjepa,0.0,none,none,nll,clean,nll,30,,,,,,,,,
metaworld-5,no_action_vjepa,0.0,none,none,nll,clean,uncertainty,30,,,,,,,,,
metaworld-5,no_action_vjepa,0.0,none,none,nll,desaturation,latent_mse,30,0.1988171336598815,0.0247399305270183,0.0045168726735862,0.2531476701503568,-21.46199349107411,-31.978566225287476,3.634455990254766e-24,0.0,1.718092931245674e-06
metaworld-5,no_action_vjepa,0.0,none,none,nll,desaturation,decision_kl,30,3488.2080906101205,6193.670454039546,1130.8043404769078,4263.651750858989,-18.187312321946585,-3.3935686267064824,0.0020139650741159,1.0,3.725290298461914e-09
metaworld-5,no_action_vjepa,0.0,none,none,nll,desaturation,action_mse,30,0.3317210236815603,0.2999171097920668,0.0547571221382895,0.3626992272842118,-8.541017259564462,-4.294592091907047,0.0001788510703952,39.0,1.3966113328933716e-05
metaworld-5,no_action_vjepa,0.0,none,none,nll,desaturation,nll,30,,,,,,,,,
metaworld-5,no_action_vjepa,0.0,none,none,nll,desaturation,uncertainty,30,,,,,,,,,
metaworld-5,persistence,0.0,none,none,nll,blur,latent_mse,30,0.2879303010895259,0.02494385984156,0.0045541049021565,0.2879303010895259,0.0,,,,
metaworld-5,persistence,0.0,none,none,nll,blur,decision_kl,30,480.4122985604141,346.4524669661139,63.25327708688466,480.4122985604141,0.0,,,,
metaworld-5,persistence,0.0,none,none,nll,blur,action_mse,30,0.1469496687375253,0.0731894317462239,0.0133625009127971,0.1469496687375253,0.0,,,,
metaworld-5,persistence,0.0,none,none,nll,blur,nll,30,,,,,,,,,
metaworld-5,persistence,0.0,none,none,nll,blur,uncertainty,30,,,,,,,,,
