method,planner_score,planner_alpha,planning_horizon,task,visual_condition,success_mean,success_std,success_count,return_mean,return_std,return_count,episode_length_mean,episode_length_std,episode_length_count,final_distance_to_goal_mean,final_distance_to_goal_std,final_distance_to_goal_count,mean_action_norm_mean,mean_action_norm_std,mean_action_norm_count,mean_action_deviation_from_bc_mean,mean_action_deviation_from_bc_std,mean_action_deviation_from_bc_count,mean_selected_planner_score_mean,mean_selected_planner_score_std,mean_selected_planner_score_count,mean_predicted_value_mean,mean_predicted_value_std,mean_predicted_value_count,mean_predicted_progress_selected_mean,mean_predicted_progress_selected_std,mean_predicted_progress_selected_count,mean_predicted_progress_bc_action_mean,mean_predicted_progress_bc_action_std,mean_predicted_progress_bc_action_count,mean_policy_entropy_mean,mean_policy_entropy_std,mean_policy_entropy_count,mean_prediction_latent_mse_mean,mean_prediction_latent_mse_std,mean_prediction_latent_mse_count,mean_decision_kl_mean,mean_decision_kl_std,mean_decision_kl_count,mean_action_mse_mean,mean_action_mse_std,mean_action_mse_count,success_stderr,return_stderr,episode_length_stderr,final_distance_to_goal_stderr,mean_action_norm_stderr,mean_action_deviation_from_bc_stderr,mean_selected_planner_score_stderr,mean_predicted_value_stderr,mean_predicted_progress_selected_stderr,mean_predicted_progress_bc_action_stderr,mean_policy_entropy_stderr,mean_prediction_latent_mse_stderr,mean_decision_kl_stderr,mean_action_mse_stderr
bc_only,bc_only,0.0,0,reach-v3,clean,0.4,0.5477225575051661,5,717.6176192425941,488.2065720759893,5,139.2,83.30186072351566,5,0.1534467109114465,0.1033217792852191,5,0.5760703626993028,0.0682028168278274,5,0.0,0.0,5,,,0,,,0,,,0,,,0,-5.6640249954570425,0.723588082695972,5,,,0,,,0,,,0,0.24494897427831777,218.33261644481252,37.253724646000165,0.04620690440759591,0.03050122693679773,0.0,,,,,0.3235984281233865,,,
bc_plus_de_vjepa_value_planner,value_score,0.1,1,reach-v3,clean,0.4,0.5477225575051661,5,736.9752889643325,487.12239460604354,5,140.4,81.65965956333642,5,0.1537545399424769,0.10410530625239006,5,0.567388693003038,0.06572353771797658,5,0.016884322610844063,0.008193762548287905,5,-0.6676731078193507,0.0773143912871345,5,0.6677954635600483,0.0772549090825324,5,0.6677954635600483,0.0772549090825324,5,0.6676241985201454,0.07735003386290984,5,-5.670893858446374,0.7069480001707014,5,0.005730042060075722,0.001976072879465794,5,5.290358147379902,4.248709867911221,5,0.0025765730303160183,0.0017082347590569745,5,0.24494897427831777,217.84775754031804,36.5193099606222,0.04655730831975561,0.029392459611833406,0.0036643620098927316,0.034576046911410044,0.034549445660821666,0.034549445660821666,0.03459198675587541,0.31615675698784423,0.0008837266573958527,1.9000808162647285,0.0007639458085558739
bc_plus_vjepa_value_planner,value_score,0.1,1,reach-v3,clean,0.4,0.5477225575051661,5,750.6821200345963,490.79210845616774,5,140.4,81.65965956333642,5,0.15277252550544157,0.10428570182220367,5,0.5608593701924156,0.06880988355184234,5,0.019322945501368916,0.009347150093984567,5,-0.6599623276150968,0.08115882008381226,5,0.6601102345040577,0.08108644968153604,5,0.6601102345040577,0.08108644968153604,5,0.6598835957724839,0.0812129938962554,5,-5.728059191641309,0.7413954182236946,5,0.005931212052525691,0.0021963175083197497,5,5.381164205811404,4.148787173790236,5,0.0025560668339136483,0.0016829806329453178,5,0.24494897427831777,219.48890346568808,36.5193099606222,0.04663798367114422,0.030772715429152827,0.004180172601208607,0.036295327736215875,0.03626296270840615,0.03626296270840615,0.036319555001660515,0.3315621106710135,0.000982223049755184,1.8553940289548403,0.0007526518200162705
