method,task,horizon,latent_mse,decision_kl,action_mse,latent_compounding_error_slope,decision_compounding_error_slope,count
bc_plus_de_vjepa,reach-v3,1,0.0018380293442419315,0.3368637658001414,0.000270669973141809,0.0014843492356959587,0.346500702861628,1536
bc_plus_de_vjepa,reach-v3,3,0.004757787355932426,0.9863215530937547,0.000761451914388663,0.0014843492356959587,0.346500702861628,1536
bc_plus_de_vjepa,reach-v3,5,0.007775426287025766,1.7228665772466532,0.0012348180132271125,0.0014843492356959587,0.346500702861628,1536
bc_plus_vjepa,reach-v3,1,0.001555326569028163,0.42281652578731155,0.00031546116459191254,0.0013107761917273326,0.38619807236280695,1536
bc_plus_vjepa,reach-v3,3,0.00407209991453783,1.1253742822033626,0.0007771544265740005,0.0013107761917273326,0.38619807236280695,1536
bc_plus_vjepa,reach-v3,5,0.006798431335937494,1.9676088152385394,0.001255705686085425,0.0013107761917273326,0.38619807236280695,1536
