method,task,visual_condition,success_mean,success_std,success_count,return_mean,return_std,return_count,episode_length_mean,episode_length_std,episode_length_count,final_distance_to_goal_mean,final_distance_to_goal_std,final_distance_to_goal_count,mean_action_norm_mean,mean_action_norm_std,mean_action_norm_count,mean_policy_entropy_mean,mean_policy_entropy_std,mean_policy_entropy_count,mean_prediction_latent_mse_mean,mean_prediction_latent_mse_std,mean_prediction_latent_mse_count,mean_decision_kl_mean,mean_decision_kl_std,mean_decision_kl_count,mean_action_mse_mean,mean_action_mse_std,mean_action_mse_count,success_stderr,return_stderr,episode_length_stderr,final_distance_to_goal_stderr,mean_action_norm_stderr,mean_policy_entropy_stderr,mean_prediction_latent_mse_stderr,mean_decision_kl_stderr,mean_action_mse_stderr
bc_only,reach-v3,clean,0.2,0.4472135954999579,5,965.075804018116,367.186466186743,5,175.4,55.00727224649483,5,0.15778285833158878,0.09681788032555036,5,0.5371534119514483,0.10968903526335722,5,-5.42255069490377,1.0307343576860106,5,,,0,,,0,,,0,0.19999999999999998,164.21077976229708,24.6,0.04329827236907401,0.04905442784704765,0.4609584181061005,,,
bc_plus_de_vjepa,reach-v3,clean,0.2,0.4472135954999579,5,1001.9417079820809,554.5035540412895,5,169.0,69.31810730249349,5,0.15524932540902095,0.08918814147194326,5,0.7666660970664687,0.06109131686845651,5,-5.373293367187182,1.087239096295817,5,0.00728262118189337,0.0027706008569366026,5,7.778048394224089,4.962262272501794,5,0.0033059973773987518,0.0016949990332155536,5,0.19999999999999998,247.9815281203103,31.0,0.03988614942362666,0.027320867470569665,0.4862281054225773,0.0012390503709258827,2.2191911526993193,0.0007580266120132803
bc_plus_vjepa,reach-v3,clean,0.0,0.0,5,983.9136045344283,270.70947256409784,5,200.0,0.0,5,0.20039495243438993,0.07262704132186037,5,0.7038305796608328,0.15855382611275076,5,-5.0747656029462815,0.8050525109021628,5,0.009106915482552722,0.002395003568767176,5,10.536726651592181,4.963740724987121,5,0.004338777151774593,0.0013885653405643335,5,0.0,121.0649565612874,0.0,0.0324798002800732,0.07090742665615839,0.3600304279668253,0.0010710781572235994,2.219852336751058,0.0006209852985403991
